SOLD_MONTH,CITY,ZIP,PRICE,BEDS,BATHS,SQUAREFEET,LOTSIZE,YEARBUILT,Price_per_sqrt,MLS,LATITUDE,LONGITUDE,HOUSE_DES
12/1/2021,Frisco,75035,674990,3,2.5,3183,14113,2021,212,14704358,33.1962265,-96.7734424,"MLS# 14704358 - Built by Cambridge Homes, LLC - Ready Now! ~ The Potomac floor plan is the most intimate floor plan we offer in Prairie View at 3 bedrooms, 2.5 baths and a 3 car garage. Extended and upgraded kitchen island, interior and exterior fireplace and vaulted ceilings included. .. * Photos all representative"
3/1/2022,Frisco,75035,580000,3,2.5,2323,9148,2014,250,20003641,33.195378,-96.794982,"Multiple Offer Situation - Offer Deadline 5pm 3-18. Drive up to your front entry, swing garage. Beautiful entry with curved arches. Large dining room to seat 10 comfortably with office across the hall. A chef's dream kitchen with 5 burner gas cooktop, double oven, large pantry and tons of storage. Don't wait to order a new refrigerator, this one is SS with French doors and conveys with the property. Eat at the breakfast bar or the breakfast nook, plenty of space for guests. With the open floor plan you can entertain easily with a large living room and cozy gas fireplace to add a touch of warmth. Master bedroom with huge ensuite with separate sinks and huge master closet. Jetted bathtub after a stressful day or separate shower that is fully tiled with bench. The Utility room is huge and holds another refrigerator that conveys with the property as well. For those who enjoy patios, this one is enormous with electric plugs in pergola. Side of the yard has a gate for a dog run"
5/1/2021,Frisco,75035,514500,4,3,3051,8059,2019,169,14533815,33.1921068,-96.7777165,"*MULTIPLE OFFERS received.. submit all offers by Saturday, April 10th by 7pm. Fabulous, barely lived in 4 BR, 3 bath home, study with 3 car garage. Features 2 bedrooms down. Entry and living have beautiful hardwood floors, vaulted ceilings, beautiful stone fireplace and tons of natural light. The kitchen is equipped with stainless steel appliances, oversized island, granite counters, walk-in pantry and butler's pantry. Tons of outdoor living space with the newly expanded patio, cedar pergola and pool sized backyard. Upstairs offers a game room, media, and two spacious secondary bedrooms with a double vanity jack & jill bath. Comm Pool, Clubhouse, Trails, Ponds. Walking distance to elementary school."
6/1/2021,Frisco,75035,400000,3,2.5,2368,8276,2006,169,14570187,33.1915984,-96.7986591,"Ideal Frisco location! This K Hovnanian Home is near UNT and PGA! Fabulous family community, Prosper Schools close by. You can walk to the community pool. 3 bedrooms, 2.5 bath, 3 Car Tandem Garage on heavily treed corner lot. Living area has Surround Sound System. Open Kitchen has granite, SS appliances, dark cherry cabinets and Island on Wheels. Home has 6' baseboards, skip trowel in kitchen, nook and baths, 2' blinds throughout. Energy efficient Tankless Water Heater. Includes all wall mounted TV's in Living area, front room, Master Bath, all receivers and DVR's. Only showings at Open House Saturday and Sunday from 1 to 3. All offers due by Sunday May 9 ay 7pm. Agent Owner. Home Warranty Included!"
12/1/2021,Frisco,75035,600000,5,4,3234,7318,2018,186,14712525,33.1919355,-96.7716296,"All offers due by 9 pm on Nov 29. Like new DAVID WEEKLEY HOME on oversized corner lot in sought after Prairie View community & exemplary Prosper ISD. Floor plan features master, study, 2 full baths & guest bed down and 3 bedrooms, 2 full baths & game room up, complete with a spot for your pet under the stairs! Beautiful kitchen with large island, gas cooktop and tons of storage open to dining and two-story living room. Soaring ceilings, wood floors & fireplace create a warm and inviting space. Lots of windows provide tons of natural light. Master suite is tucked away for privacy. Covered patio. Mins from HWY 380 with easy access to the DNT. Flooring & roof installed 2021. See list of updates in MLS."
7/1/2022,Frisco,75035,825000,4,4.5,3491,6970,2018,236,20071052,33.1925109,-96.7722989,"Fantastic David Weekly home in Prairie View & Prosper ISD! This home offers the perfect floor plan and beautiful finishes. Downstairs includes a study, private master suite and a secondary bedroom with it's own en-suite perfect for guests or a second master. Upstairs has 2 huge secondary bedrooms, one with it's own en-suite, plus a game room and media room. The kitchen is open to the living room and boasts SS appliances, 5 burner gas stove, large pantry and over-sized island. The covered patio has a gas stub and the backyard is a great size! There's plenty of room for kids and dogs to play, but not too much to maintain. The community offers a pool, baby pool with splash features, parks and playground. Convenient location in Frisco with easy access to the DNT and 380. Close to shopping, restaurants, PGA and The Star. What more could you ask for? This home has it all and won't last long."
7/1/2021,Frisco,75035,648000,4,3.5,3167,19820,2016,205,14598578,33.191053,-96.781037,"Gorgeous 4 Bedroom,3.5 bath, study with 3 car garage is located in the heart of the community with spectacular view on the pond and fountain, greenbelt, tree lines and close to half acre lot. Floor plan offers lovely foyer, vaulted ceilings, Hand scraped hardwood floors, spacious rooms, fully functional kitchenette upstairs and garage for 3 vehicles with epoxy flooring. The pre-plumbing is also arranged for outdoor gas & water in the yard and utility sink. The kitchen is equipped with stainless steel appliances, oversized island, granite counters, walk-in pantry. Upstairs offers a game room and three secondary bedrooms.one of the largest yard in the community & Walking distance to Elementary & Middle school"
6/1/2022,Frisco,75035,635000,3,2.5,2593,9583,2018,245,20037115,33.201888,-96.7906872,"****MULTIPLE OFFERS***** Best and Final Due Monday May 9 at 12pm Open, bright, breathtaking - this North facing Frisco beauty shows like a model home and is ready now, no need to wait for a new build. The spacious kitchen includes upgraded quartz countertops, stainless steel appliances, double ovens, gas stove truly a gourmet kitchen suitable for the chef in your family. Exquisite Designer fixtures you won't have to change a thing, move in ready. Enjoy the abundant natural light from the many windows overlooking the large backyard. Primary suite is luxurious throughout and a spa like bathroom perfect for relaxing. Extra bonus living area upstairs, let your imagination fly with what you can create in this space. And lets not forget the garage! UPGRADED EPOXY flooring! Amenities include pools, parks, playgrounds & Prosper ISD schools. Minutes away from McKinney, Prosper and the new PGA headquarters."
4/1/2021,Frisco,75035,460000,4,2.5,3069,7754,2008,150,14540841,33.193741,-96.798193,"FRISCO ADDRESS w PROSPER ISD! Neutral colors, open floorplan, 3 spacious living areas create a combination of style and comfort in this well-kept 4 bedroom home. Tall ceilings, handscraped hardwood flooring, crown moldings, granite counters and more! The 2-story foyer highlights a curved wrought-iron staircase, and double French doors opening to a study with a closet, creating an optional 4th Bedroom. Gameroom, media room, full bath, and 2 bedrooms round out the 2nd level. 2019 roof with Class 4 Impact Resistant shingles, radiant barrier. Information contained herein is furnished by the owner to the best of their knowledge but is subject to verification by the purchaser. Showings Sat 10am-7pm, Sun 10am-7pm."
6/1/2022,Frisco,75035,820000,5,4.5,4143,9104,2013,198,20061665,33.1967024,-96.7992241,"FORMER NEXT GEN MODEL HOME IN PROSPER ISD! This flawless 5-bedroom stunner boasts a fully equipped first floor 1 bedroom living space with private kitchen, laundry, and patio (ideal for multi-generational families or for private home office). The main living area has a spacious open concept dining room, family room, kitchen and breakfast area. It also includes master suite, guest bath, large laundry room and garage with TESLA outlet. This pool sized yard backs to a greenspace and has a charming patio with fireplace. Upstairs has 3 additional bedrooms, large bonus room and incredible home theater. Model home designer touches, throughout, as well as a kitchen water filter and a home water softener. 2 miles to the Gates of Prosper, 380 and Tollway. Close to the new PGA Headquarters and exciting new future hotels and restaurants. Just across from the University of North Texas at Frisco. Nearby entertainment includes the Toyota Stadium, The Cowboy Headquarters at The Star, and Legacy West."
4/1/2022,Frisco,75035,675000,3,2.5,2602,13765,2013,259,20024226,33.194589,-96.799417,"Incredible curb appeal welcomes you to this 1.5 story custom home with a 3 car garage located on an oversized landscaped lot in Frisco’s close-knit enclave of Crown Ridge; featuring wonderful community amenities and zoned for top-rated Prosper ISD schools. Step inside to find comfortable, open and well-appointed living and entertaining spaces with 3 beds and 2.5 baths. Ideal floor plan features beautiful hardwoods, decorative lighting, ceiling fans, crown molding, archways, thoughtful and functional built-ins, and neutral paint colors throughout to accommodate any décor. Kitchen with walk-in pantry, granite, stainless steel appliances and breakfast room are open to cozy family room with fireplace, lots of windows for natural light and stunning views of the huge backyard with custom pool and spa. Primary suite has large separate shower, double sink vanities and garden tub. Upstairs you will find another large living area or gameroom with half bath."
5/1/2021,Frisco,75035,775000,5,4.5,4608,9191,2015,168,14560193,33.194603,-96.779851,"OFFER DEADLINE 8:30PM SUNDAY 25TH Look No Further!! Absolutely stunning 5 bedrooms 4.1 bathroom home with a study, Game and Media room upstairs and a 3 car garage! And can be sold fully furnished!!! Elegant hand-scraped hardwood floors throughout the home and 2 bedrooms down with ensuites it is perfect for overnight guests, or the dreaded mother-in-law!! The kitchen is immaculate and a chef's dream especially for those who love to cook and entertain. Upstairs there are 3 more bedrooms a huge game room and a media room."
3/1/2022,Frisco,75035,550000,3,2.5,2090,6534,2015,263,14756722,33.1901845,-96.7708766,"David Weekly Home, built in 2015, situated on a west-facing lot in Prairie View. Oversized outdoor living area with covered patio, fireplace, built-in grill and huge flat-screen TV! Rear alley-load garage with remote gated access. Beautiful glass shower in master bath. Living room has floor-to-ceiling stone fireplace. Front room can be used for formal dining room, guest room, office or game room. Smart buy in a great location, great neighborhood! New roof being installed prior to closing."
6/1/2022,Frisco,75035,595000,3,2.5,2499,7667,2018,238,20046721,33.2016086,-96.7829881,"A rare gem in Frisco with Prosper Schools! This one-story ranch has an incredibly versatile floor plan perfect for every stage of life. All three bedrooms offer ample closet space and an abundance of natural light. This home also offers an office, an additional flex space with a closet, and a study area off of the kitchen. The flex space could easily be converted into a 4th bedroom. Carpet and paint were both recently updated in the past year. The Dallas North Tollway, 121 and 75 are all easily accessible. Miramonte HOA offers low HOA fees with a beautiful pool located at Hillcrest and Francisco just in time for Summer!"
10/1/2021,Frisco,75035,425000,4,2,2311,8276,2011,184,14686565,33.192592,-96.795787,"Pristine KHov One Story located in Crown Ridge Community within Prosper ISD! Excellent Location near PGA Headquarters, close to Tollway, Preston and 380. Open Floor Plan offering an Oversized Owner's Retreat and 3 Spacious Bedrooms; Hardwood Flooring, Secondary Living or Dining Area, Huge Kitchen and Breakfast Nook with Tons of Cabinetry, SS Appliances and Gas Cook-Top; Kitchen overlooks Large Family Room with Stone Fireplace. 70 x 121 Lot offering an Outdoor Living and Kitchen Area and 2.5 Car Garage! NEW HVAC 2019 and NEW Roof 2020. Open House Saturday, October 16th 11-2pm. Offers due by Sunday, October 17th 3pm."
6/1/2021,Frisco,75035,635000,6,5,4430,9017,2013,143,14580763,33.1966745,-96.798136,"LOCATION LOCATION LOCATION - A MUST SEE IN CROWN RIDGE COMMUNITY - BEAUTIFUL Open floor plan, ideal for entertaining. Lots of living space. Master Bedroon, study and extra bedroom on first floor. Beautifully designed kitchen with top of the line SS appliances, and HUGE back yard with plenty of room for a pool, playground and outdoor living. On the second floor, four bedrooms with two Jack and Jill bathrooms, and walk-in closets. Mediaroom and gameroom with built in desks. A MUST SEE in Recognized and Highly Rated Prosper ISD!!"
1/1/2022,Frisco,75035,524900,3,2,2181,7928,2016,241,14727086,33.1992964,-96.798136,"**We have received multiple offers. Deadline for best and final is today 12.22 at 5pm.** This is a rare find in Crown Ridge Subdivision! Prosper ISD! Absolutely beautiful one story home with 3 car garage, 3 bedrooms plus a study! Gorgeous updates throughout! Excellent floorplan with master bedroom in the back. Dedicated office has french doors and is separate from the living area. Kitchen is Stunning with SS appliances, gas stove, granite tiles and huge island. Plenty of storage throughout. Great location near the Toyota stadium, PGA Headquarters, all sorts of shopping and restaurants."
2/1/2022,Frisco,75035,590000,3,2.5,2381,6621,2016,248,14733514,33.189581,-96.770963,"Multiple offers received, highest and best due by Monday January 17 at 1pm. Single story gorgeous home with high ceilings and over $100,000 in upgrades! Lovely neutral decor, extensive engineered wood floors, beautiful stone fireplace. The island kitchen has granite counters, extensive surface areas, pantry, gas cooktop, stainless appliances, numerous cabinets & storage space. Breakfast area along with a formal dining room. Tankless water heater. Covered patio, beautiful pool that was built in 2021, and an automatic gate recently added! Prairie View community with wonderful amenities & exemplary Prosper ISD. Be Sure to check out the 3D model and floor plan!"
10/1/2021,Frisco,75035,449000,3,2,1829,6055,2021,245,14536551,33.206256,-96.796904,Ask about our MEGAsale promotion of 6 months mortgage on us. Megatel Homes will credit the first 6 months of your new mortgage payment. See your community sales consultant for full details. MEGAsale is available for a limited time only. Mortgage payment refers to principal and interest only. Additional restrictions apply. Megatel Homes reserves the right to change or cancel the program at any time.
5/1/2021,Frisco,75035,699000,5,5.5,3961,8320,2015,176,14479339,33.1895629,-96.7698517,"FABULOUS 2-STORY MODEL HOME!!!!! This home is amazing! Vaulted ceilings in the entry and family room, en-suite downstairs with the primary bedroom, 2 dining, spiral staircase, 3 bedrooms up each with their own bath room, outdoor pergola with built-in grill."
5/1/2021,Frisco,75035,599900,6,5,4604,8102,2013,130,14532084,33.194572,-96.798247,"Beautiful well maintained home in Crown Ridge, a Gold Standard, 5 Star neighborhood rating from the City of Frisco. This home has it ALL!!! Open and spacious floorplan, soaring ceilings, wood floors, iron balusters, art niches, large bedrooms. The kitchen has beautiful cabinetry, granite counter tops, Subway tile backsplash, stainless steel appliances and a huge island. The Family room contains a beautiful stone feature that goes from floor to ceiling that encompasses a gas log Fireplace and wood mantle. Upstairs has 4 large bedrooms with two Jack and Jill Bathrooms. There is a huge game room and separate media room. The backyard is absolutely AMAZING! Covered patio, outdoor kitchen and gorgeous pool."
7/1/2021,Frisco,75035,630000,5,4,3561,7667,2014,177,14595141,33.194569,-96.7965,"North facing home in 5 star rated neighborhood of Crownridge. 5 bedrooms, 4 bathrooms, front porch, large office, formal dining, breakfast nook, game room, pre-wired media room with 5.1 surround sound speakers. Master and Guest bedroom with private baths on first floor. Chef kitchen with a pantry, high living room ceilings, hardwood floors, custom paint, electric fireplace, 8ft doors, wall windows makes this house look elegant. Pre-Plumbing for outdoor gas and water. Utility sink in laundry. Jetted tub in Master. Covered back patio & pool size yard room for kids & pets to play. Amenities to enjoy such as multiple pools, playgrounds, ponds, & green space."
12/1/2021,Frisco,75035,899990,4,3.5,4261,12502,2020,211,14711646,33.1949402,-96.7690151,"MLS# 14711646 - Built by Cambridge Homes, LLC - Ready Now! ~ A welcoming covered front porch greets you, perfect for rocking chairs or a swing. The foyer boasts an impressive volume ceiling that opens up into the game room upstairs. Walking to the family room you are met with an open concept dining, family, and kitchen area that is perfect for entertaining. 2 car and 1 car garage."
3/1/2022,Frisco,75035,765000,5,4.5,3903,8276,2007,196,14754234,33.1899576,-96.7962946,"Stunning North Facing 5 Bedroom, 4.5 bath, Study, 3 car Garage, loaded with upgrades in highly sought after neighborhood Crown Ridge with the highly ranked Prosper ISD. Property boasts PRIMARY SUITE and SECONDARY BEDROOM with its own bath downstairs, Freshly painted complete home, Hard Wood Floors, Private office with French doors, large dining, Spiral wood Staircase, Massive Family room with 20 foot ceilings that open to Kitchen and breakfast nook. Gourmet kitchen with Quartz countertops, Stainless appliances, Butlers pantry and Gas cooktop. Kitchen and bathroom counter tops has new quartz countertops. Upstairs has a game room, built-in desk space, a media room with surround sound, 3 bedrooms, a full bath and a Jack and Jill. All bathrooms are recently upgraded with Standing Showers. Relax and entertain on the extended flagstone patio that features a pergola, built in bar and grill. Enjoy the neighborhood playground, pond, green space & multiple pools!"
4/1/2021,Frisco,75035,510000,4,3.5,3113,10193,2013,164,14530874,33.1915805,-96.7937838,"Luxury abounds in this incredible home. Hand-scraped hardwoods in the entry, dining, office, living, & master. The living is open to the kitchen & breakfast room. The kitchen features stainless steel appliances, an expansive island, granite counters, walk-in pantry, & butler's pantry. The expanded patio & cedar pergola are perfect for all of your outdoor entertaining needs. The oversized master features vaulted ceilings, & the master bath includes a large shower, separate tub, granite counters, nickel fixtures, & large walk in-closet. Bedroom 2 & 3 are downstairs, while the 4th is up & features it's own private bath. 4th bedroom would make a fantastic media or game room. Incredible 3 car garage. Prosper ISD!"
5/1/2022,Frisco,75035,695000,5,3.5,3771,9148,2007,184,20037608,33.1878312,-96.7787833,"OFFERS DUE BY MONDAY APRIL 25, 5PM. YOU DONT WANT TO MISS THIS ONE! BEAUTIFUL NORTH facing home in highly sought after Frisco ISD. Home features spacious living room with master bedroom with an ensuite bathroom in the first floor .Upstairs welcomes you with a spacious game room, MEDIA ROOM and 4 bedrooms with 2 full bathrooms . Corner lot with a large side yard! Very well maintained home with a LOT of recent upgrades ."
8/1/2021,Frisco,75035,675000,5,4,4010,7667,2017,168,14623753,33.1991159,-96.7838249,"This amazing property is ideal for any family needs. As soon as the house was purchased upgrades were added. There is no house in the community like this one . This includes one an amazing kitchen makeover with quartzite countertops, island, and backsplash. The floors are a beautiful grey which complements the walls. This house also includes fully functional smart lights throughout the home. One more surprise is that master bedroom has 3 closets."
5/1/2021,Frisco,75035,515500,4,3.5,2989,6055,2021,172,14499001,33.2072532,-96.7960645,Ask about our MEGAsale promotion of 6 months mortgage on us. Megatel Homes will credit the first 6 months of your new mortgage payment. See your community sales consultant for full details. MEGAsale is available for a limited time only. Mortgage payment refers to principal and interest only. Additional restrictions apply. Megatel Homes reserves the right to change or cancel the program at any time.
3/1/2021,Frisco,75035,551000,6,5,4436,9191,2016,124,14510040,33.1980462,-96.7942232,"MULTIPLE OFFERS RECEIVED - NO MORE SHOWINGS! STUNNING and RARE 6 bedroom LENNAR home in prestigious CROWN RIDGE in top rated Prosper ISD!! SEPARATE study & formal dining - there's space for EVERYONE to remote work or learn! Sought after PRIMARY SUITE and SECONDARY BEDROOM (currently used as a studio and can easily be gym or flex space) with full bath downstairs. BEAUTIFULLY DECORATED and with ample natural light but there's more - UPGRADED kitchen, lighting and fireplace! Upstairs 4 bedroom and 2 J&J baths, with an OVERSIZED game room & media. Covered patio in the COMPLETELY fenced in backyard for privacy next to GREENBELT walking trail with a LUXURIOUS swim spa ready for the new owner. Welcome home!"
5/1/2022,Frisco,75035,600000,3,2,2156,7667,2016,278,20010829,33.2002989,-96.7973827,"Stunning single story home with a 3 car garage in Prosper ISD. Open concept living with 3 bedrooms, 2 bathrooms, and a dedicated office. Features include wood look porcelain tile flooring, gas fireplace, decorative lighting, and tankless water heater. Kitchen updates include ss appliances, gas range, a large granite island, and eat in kitchen. Owner's suite with granite countertop dual vanities, separate garden tub, and large walk in closet. Covered patio to enjoy your private, fenced backyard. Walking distance to the community pool, park, and playground. Convenient access to the Dallas North Tollway, PGA Headquarters, and all that Frisco has to offer!"
9/1/2022,Frisco,75035,529000,3,2,2266,8276,2008,233,20122007,33.1912902,-96.798701,"Lovely Open Format Home by K Hovnanian with 3 split bedrooms and study on Corner Lot! This open and bright home boasts upgraded granite countertops, stainless steel appliances, oil rubbed bronze fixtures, wood flooring, stone fireplace, rounded corners, 5.25-inch baseboards. Statement Iron Front Door that opens for cross breezes during cooler weather. Shutters are in Front of home in office and dining room. Gorgeous, covered patio with gas stub and the landscaping for this property is outstanding. Board on Board 8ft fence is newly stained. This 5 Star very Family Friendly neighborhood has seasonal Family events and offers Two Community pools, Two Playgrounds, a catch and release pond. Close to all Prosper ISD schools, The New PGA, New UNT Campus and shopping and restaurants. A must see and priced right in the coveted 5 Star Community of Crown Ridge Community! Washer, Dryer, and refrigerator are negotiable with sale."
10/1/2022,Frisco,75035,819000,3,3.5,3369,7667,2022,243,20101086,33.199273,-96.7761267,"MLS# 20101086 - Built by First Texas Homes - Ready Now! ~ 2 story brick home 3 beds, 3 bath, powder, california kitchen, quartz counter tops, custom cabinets, stainless appliances. Dining Room, butler pantry, Study or bed, media room, game room, engineered hardwood floors, front porch, covered patio, landscaped yard, 2 car garage. View of city park"
4/1/2021,Frisco,75035,459900,4,3,2502,8059,2015,184,14530756,33.1938,-96.778496,"HIGHEST AND BEST OFFER DUE MONDAY MARCH 15 BY 12 NOON! Highly rated Prosper ISD & amazing community w many amenities! Spacious & open concept 1.5 story. Impressive wood look floors welcome you in, study w french doors upon entry & beautiful formal dining. All lighting throughout has been upgraded w a lovely modern farmhouse style. Eat in kitchen boasts leathered granite, stainless steel appliances & a gas cooktop. Impressive master bedroom, w shiplap & double tray ceilings; barn doors lead you to the en suite with oversized garden tub, separate shower w frameless glass enclosure, framed mirrors & roomy walk in closet. Secondary bed & bath downstairs, w additional bed & bath upstairs half story."
8/1/2021,Frisco,75035,650000,4,4,3522,9148,2014,185,14623992,33.1967243,-96.7960226,"This immaculate home in the 5 star rated neighborhood of Crown Ridge in Prosper ISD is move in ready and shows like a gem! As you enter the property you are greeted by gorgeous vaulted ceilings where you will find an office and an ensuite bedroom. Enjoy the open concept kitchen and living room with wood floors, granite counters, gas cooktop, and stainless steel appliances. You'll love the master suite with a spa-like bathroom. Upstairs has a spacious living area, media room, half bath, and two bedrooms with a Jack and Jill bathroom. Relax and entertain in the backyard under the covered patio, or build an outdoor kitchen on the extended patio deck. Amenities include walking trails, pools, and a park with a pond."
10/1/2021,Frisco,75035,650000,5,4,3528,8712,2010,184,14657885,33.1904963,-96.7976338,"Nestled in Prosper ISD, this former model home with upgrades galore is located in highly sought after Crown Ridge, an idyllic community with a private pond, community pool and playground. Boasting an open floor plan, tall ceilings with natural light and an oversized island perfect for entertaining! Granite counter tops, hardwood floors, stainless steel appliances. New dishwasher and painted kitchen cabinets in 2021. Large backyard featuring an extended, covered, & stamped patio with built in grill. J-Swing driveway with 3 car insulated garage. A fantastic opportunity for those looking for their forever home in rapidly growing Collin County!"
4/1/2022,Frisco,75035,825000,5,4,3623,8059,2014,228,20010995,33.190229,-96.79117,"IMMACULATE Khov built Home in highly desirable Miramonte in Prosper ISD! The North Frisco location has both great access to Preston Rd and Hwy 380 making everything you need only a few minutes away. This home welcomes you with beautiful Real Hardwoods and an open floor plan. Master suite plus additional guest bed with full bath all on the first floor. Master bath has a huge closet, 2 sinks and separate vanities, a walk in shower, and large corner tub. Upstairs features 10' ceiling height throughout with 2 additional oversized bedrooms and 2 more full baths. The upstairs bedrooms are split with a large game room and fully furnished media room with 110in. screen ready for movie night or the big game. Additional upgrades and features include extended covered patio, built in grill with side burners, gorgeous pool with waterfall feature, and built in roller shades on the patio. High quality and well maintained throughout the entire home! Schedule to see and you won't be disappointed!"
7/1/2021,Frisco,75035,614900,5,4.5,3896,7884,2016,158,14604714,33.2003167,-96.7954577,"Incredible 5 bedroom home nestled on premium lot, with extended 3 car garage, loaded with upgrades and steps away from community pool! Prosper ISD! Property boasts gorgeous engineered wood floors, new roof December 2019, TONS of attic storage, tankless water heaters & more! AMAZING FLOORPLAN offers primary suite + guest bedroom with attached bath on 1st floor, game room, office & media room! Main living area hosts stunning floor-to-ceiling stone fireplace & large windows for natural light. The open concept kitchen features beautiful granite, double oven, gas cook top & oversized island! Covered patio seals the deal with gas fireplace. Enjoy the neighborhood playground, pond, green space & multiple pools!"
7/1/2021,Frisco,75035,835098,5,4,3902,10019,2021,214,14493421,33.191309,-96.785892,"New Grand Home in Estates of Miramonte w luxury amenity center, rose garden, pool, trails & playground. Prosper Schools & walk to elementary. MAY Completion. Fantastic floor plan. 5 livings include Study, Family, Down Media, Gameroom & Large Child Retreat up. Double front doors, full oak stairs, linear fireplace, slider doors to large covered back patio, Luxury vinyl wood floors & 8 ft doors. Vaulted family room w natural light open to covered outdoor living perfect entertaining. Open kitchen has island, Shaker cabinets, 6 burner gas cooktop & Omegastone tops. Master Bath free standing tub & rain shower. Down guest. Across from open park and field. Energy Star certified R38, 16 SEER & radiant barrier."
1/1/2023,Frisco,75034,1035900,6,4,4384,11892,2022,236,20118107,33.21173,-96.793338,"The magnificent Morrison is sure to light the fire of anyone with a penchant for entertaining. Dedicated chefs can cook to impress in the gourmet island kitchen serving up appetizers and cocktails to guests mingling in the two-story family room or enjoying the summer breeze on the expansive covered patio. Hosting holiday meals in the formal dining room is a breeze due to the presence of a butler’s pantry. Upstairs, a game and a media room offer ample amusements. Plus, with six bedrooms, overnight guests are no trouble at all. Once they are settled, retire to your secluded primary suite knowing you’ve pulled off another perfect party!"
9/1/2021,Frisco,75035,630000,5,4,3467,7884,2015,182,14631433,33.1981871,-96.7960436,"* * Multiple offers. Deadline is on 12pm Monday. * * North facing home in 5 star rated neighborhood of Crownridge. New roof 2021. 5 bedrooms, 4 bathrooms, front porch, large office, formal dining, breakfast nook, game room, pre-wired media room with 5.1 surround sound speakers. Master and Guest bedroom with private baths on first floor. Chef kitchen with a pantry, high living room ceilings, wood floors, custom paint, electric fireplace, wall windows makes this house look elegant. Open view of backyard. Amenities to enjoy such as multiple pools, playgrounds, ponds, & green space."
12/1/2021,Frisco,75035,769000,5,4.5,4019,8712,2014,191,14711175,33.196718,-96.795178,"Highly sought after Crown Ridge neighborhood zoned for all brand new Prosper ISD schools. Lennar's Shenandoah floorplan on oversized lot w stone elevation, media room, 8' doors 1st floor, loaded w upgrades. Luxury kitchen package w oversized island, upgraded granite tops, 5-burner gas cooktop, double ovens, huge walk-in pantry. Fireplace w stone to ceiling in living. Large utility room, mud hall w built-ins. Speaker prewire in media & patio. Mahogany front door w glass inlay. 1st floor Guest suite and separate office w french doors. Lots of storage. 2016 pool w waterfalls, heated-chiller system & extended patio w pergola & sunscreen. Front landscaping w custom stone edging. Showings start Sat Nov 20"
11/1/2022,Frisco,75035,649000,3,2.5,2845,7841,2014,228,20175628,33.196198,-96.795186,"Don't miss this NORTH FACING beauty in Crown Ridge. Three first floor bedrooms plus study, second living area, AND media room make this 2845sf home at once spacious and homey. Light and bright with on trend paint choices and granite counters, luxury vinyl plank throughout the whole first floor, plantation shutters throughout, and spacious eat in kitchen with gas cooktop and double ovens. Reverse osmosis system for drinking water, tankless water heater, new roof, and expanded driveway for extra parking. Close to the new PGA headquarters and all the entertainment and dining Frisco has to offer. All this with Prosper schools...this one won't last!"
7/1/2021,Frisco,75035,475000,4,3,2201,7971,2019,216,14590426,33.1993291,-96.7931351,"Come see this barely lived in 1 sty in beautiful Hills of Crown Ridge in north central Frisco. Located on a cul-de-sac facing north allows an abundance of natural light through the wall of windows viewing the long covered patio and backyard. The kitchen opens to a spacious living area with a tile framed fireplc and the dining area w a cute window seat. Cooks will love the gas cooktop, counter height island-brk bar and large walk-in pantry. The rear master suite features a big closet with built-in shelves, dual sinks and a separate tub 'n shower. 2 bedrooms have a flex room in between them for a variety of uses. The 4th BR is split with an en-suite bath. All BRs have w-in closets. 3 Car garage MULTIPLE OFFERS!"
11/1/2021,Frisco,75035,689900,5,4,3943,8712,2016,175,14684149,33.1982594,-96.7819003,"* * * * Multiple offers received! Highest and best by Oct 15 at 9. Stunning home on a large corner lot. Home boast of beautiful wood floors and a elegant staircase. Gorgeous open concept floor plan offers two bedrooms down. Huge family room with fireplace perfect for entertaining. Separate dining area. Spacious gourmet kitchen with double ovens fully upgraded with butlers pantry, and an abundance of counter space. Tasteful upgrades throughout, Extended covered patio to enjoy your BBQ or spending time with family. Oversized laundry room with sink. 3 car tandem garage with epoxy floors. This home has been immaculately kept and is ready for its new owners to enjoy."
7/1/2021,Mckinney,75072,424999,3,2.5,2280,6447,2016,186,14608336,33.1973869,-96.7673088,"MULTIPLE OFFERS RECEIVED. HIGHEST AND BEST DUE MONDAY 6.28 AT NOON. Beautiful 3 bed, 2.5 bath home with flex or study room located in the sought after community of The Reserve at Westridge. Nestled on a premium corner lot inside a cul-de-sac, this home boasts an open floor plan and upgrades including, but not limited to, ceramic tile, granite countertops in all bathrooms, a Butler's pantry, and stainless-steel appliances. This master planned community has an amazing amenity center that has 4 pools, 2 water slides, and includes a children's pool, as well as an adult pool and a clubhouse for gatherings."
9/1/2022,Frisco,75035,675000,4,3,2371,10411,2020,285,20129842,33.203317,-96.790901,"FORMER MODEL HOME. The Rosso floorplan is on a large south facing homesite with wood look tile floors in the common areas. Offering 4 bedrooms and 3 full baths AND 3 car garage in highly sought after neighborhood of Hills of Crown Ridge. White cabinets, white quartz counters, blinds, smart home, study, pool sized backyard. Refrigerator will stay. Covered patio with BBQ stub out and nicely landscaped backyard. This Home is complete!"
